source name	assay name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biorepository]	characteristics[age]	characteristics[sex]	characteristics[compound]	characteristics[compound]	characteristics[exposure duration]	technology type	comment[fraction identifier]	comment[technical replicate]	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]
PXD063467_HCM27_Dapa_low3	HCM27_DIA_GD1_1_4319	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM27_DIA_GD1_1_4319.d.zip	v1.1.0	manual curation
PXD063467_HCM28_Dapa_low4	HCM28_DIA_GD7_1_4325	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM28_DIA_GD7_1_4325.d.zip	v1.1.0	manual curation
PXD063467_HCM29_Dapa_low5	HCM29_DIA_GD5_1_4323	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM29_DIA_GD5_1_4323.d.zip	v1.1.0	manual curation
PXD063467_HCM30_Dapa_low6	HCM30_DIA_GC7_1_4298	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM30_DIA_GC7_1_4298.d.zip	v1.1.0	manual curation
PXD063467_HCM31_Dapa_high1	HCM31_DIA_GB3_1_4282	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM31_DIA_GB3_1_4282.d.zip	v1.1.0	manual curation
PXD063467_HCM32_Dapa_high2	HCM32_DIA_GA7_1_4308	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM32_DIA_GA7_1_4308.d.zip	v1.1.0	manual curation
PXD063467_HCM33_Dapa_high3	HCM33_DIA_GD4_1_4322	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM33_DIA_GD4_1_4322.d.zip	v1.1.0	manual curation
PXD063467_HCM34_Dapa_high4	HCM34_DIA_GB6_1_4289	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM34_DIA_GB6_1_4289.d.zip	v1.1.0	manual curation
PXD063467_HCM35_Dapa_high5	HCM35_DIA_GB5_1_4288	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM35_DIA_GB5_1_4288.d.zip	v1.1.0	manual curation
PXD063467_HCM36_Dapa_high6	HCM36_DIA_GC2_1_4293	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM36_DIA_GC2_1_4293.d.zip	v1.1.0	manual curation
PXD063467_HCM37_Empa_low1	HCM37_DIA_GA1_1_4302	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM37_DIA_GA1_1_4302.d.zip	v1.1.0	manual curation
PXD063467_HCM38_Empa_low2	HCM38_DIA_GD8_1_4326	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM38_DIA_GD8_1_4326.d.zip	v1.1.0	manual curation
PXD063467_HCM39_Empa_low3	HCM39_DIA_GA4_1_4305	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM39_DIA_GA4_1_4305.d.zip	v1.1.0	manual curation
PXD063467_HCM40_Empa_low4	HCM40_DIA_GA1_1_4272	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM40_DIA_GA1_1_4272.d.zip	v1.1.0	manual curation
PXD063467_HCM41_Empa_low5	HCM41_DIA_GA5_1_4276	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM41_DIA_GA5_1_4276.d.zip	v1.1.0	manual curation
PXD063467_HCM42_Empa_low5	HCM42_DIA_GA7_1_4278	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM42_DIA_GA7_1_4278.d.zip	v1.1.0	manual curation
PXD063467_HCM43_Empa_high1	HCM43_DIA_GE1_1_4327	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM43_DIA_GE1_1_4327.d.zip	v1.1.0	manual curation
PXD063467_HCM44_Empa_high2	HCM44_DIA_GD6_1_4324	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM44_DIA_GD6_1_4324.d.zip	v1.1.0	manual curation
PXD063467_HCM45_Empa_high3	HCM45_DIA_GA5_1_4306	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM45_DIA_GA5_1_4306.d.zip	v1.1.0	manual curation
PXD063467_HCM46_Empa_high4	HCM46_DIA_GA6_1_4277	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM46_DIA_GA6_1_4277.d.zip	v1.1.0	manual curation
PXD063467_HCM47_Empa_high5	HCM47_DIA_GB4_1_4287	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM47_DIA_GB4_1_4287.d.zip	v1.1.0	manual curation
PXD063467_HCM48_Empa_high6	HCM48_DIA_GC6_1_4297	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hours	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	HCM48_DIA_GC6_1_4297.d.zip	v1.1.0	manual curation
																														
																														
