source name	assay name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[biorepository]	characteristics[age]	characteristics[sex]	characteristics[compound]	characteristics[compound]	characteristics[exposure duration]	technology type	comment[fraction identifier]	comment[technical replicate]	comment[proteomics data acquisition method]	comment[dia method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]
PXD063467_HCM17_Cana_low5	HCM17_DDA_GC8_1_4251	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	100 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM17_DDA_GC8_1_4251.d.zip	v1.1.0	manual curation
PXD063467_HCM18_Cana_low6	HCM18_DDA_GB4_1_4345	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	100 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM18_DDA_GB4_1_4345.d.zip	v1.1.0	manual curation
PXD063467_HCM19_Cana_high1	HCM19_DDA_GE2_1_4360	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM19_DDA_GE2_1_4360.d.zip	v1.1.0	manual curation
PXD063467_HCM20_Cana_high2	HCM20_DDA_GA8_1_4247	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM20_DDA_GA8_1_4247.d.zip	v1.1.0	manual curation
PXD063467_HCM21_Cana_high3	HCM21_DDA_GB8_1_4259	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM21_DDA_GB8_1_4259.d.zip	v1.1.0	manual curation
PXD063467_HCM22_Cana_high4	HCM22_DDA_GA3_1_4242	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM22_DDA_GA3_1_4242.d.zip	v1.1.0	manual curation
PXD063467_HCM23_Cana_high5	HCM23_DDA_GB2_1_4343	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM23_DDA_GB2_1_4343.d.zip	v1.1.0	manual curation
PXD063467_HCM24_Cana_high6	HCM24_DDA_GB2_1_4249	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	canagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM24_DDA_GB2_1_4249.d.zip	v1.1.0	manual curation
PXD063467_HCM25_Dapa_low1	HCM25_DDA_GC3_1_4262	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM25_DDA_GC3_1_4262.d.zip	v1.1.0	manual curation
PXD063467_HCM26_Dapa_low2	HCM26_DDA_GA2_1_4241	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM26_DDA_GA2_1_4241.d.zip	v1.1.0	manual curation
PXD063467_HCM27_Dapa_low3	HCM27_DDA_GD1_1_4351	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM27_DDA_GD1_1_4351.d.zip	v1.1.0	manual curation
PXD063467_HCM28_Dapa_low4	HCM28_DDA_GD7_1_4357	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM28_DDA_GD7_1_4357.d.zip	v1.1.0	manual curation
PXD063467_HCM29_Dapa_low5	HCM29_DDA_GD5_1_4355	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM29_DDA_GD5_1_4355.d.zip	v1.1.0	manual curation
PXD063467_HCM30_Dapa_low6	HCM30_DDA_GC7_1_4266	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM30_DDA_GC7_1_4266.d.zip	v1.1.0	manual curation
PXD063467_HCM31_Dapa_high1	HCM31_DDA_GB3_1_4250	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM31_DDA_GB3_1_4250.d.zip	v1.1.0	manual curation
PXD063467_HCM32_Dapa_high2	HCM32_DDA_GA7_1_4340	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM32_DDA_GA7_1_4340.d.zip	v1.1.0	manual curation
PXD063467_HCM33_Dapa_high3	HCM33_DDA_GD4_1_4354	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM33_DDA_GD4_1_4354.d.zip	v1.1.0	manual curation
PXD063467_HCM34_Dapa_high4	HCM34_DDA_GB6_1_4257	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM34_DDA_GB6_1_4257.d.zip	v1.1.0	manual curation
PXD063467_HCM35_Dapa_high5	HCM35_DDA_GB5_1_4256	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM35_DDA_GB5_1_4256.d.zip	v1.1.0	manual curation
PXD063467_HCM36_Dapa_high6	HCM36_DDA_GC2_1_4261	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	dapagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM36_DDA_GC2_1_4261.d.zip	v1.1.0	manual curation
PXD063467_HCM37_Empa_low1	HCM37_DDA_GA1_1_4334	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM37_DDA_GA1_1_4334.d.zip	v1.1.0	manual curation
PXD063467_HCM38_Empa_low2	HCM38_DDA_GD8_1_4358	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM38_DDA_GD8_1_4358.d.zip	v1.1.0	manual curation
PXD063467_HCM39_Empa_low3	HCM39_DDA_GA4_1_4337	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM39_DDA_GA4_1_4337.d.zip	v1.1.0	manual curation
PXD063467_HCM40_Empa_low4	HCM40_DDA_GA1_1_4240	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM40_DDA_GA1_1_4240.d.zip	v1.1.0	manual curation
PXD063467_HCM41_Empa_low5	HCM41_DDA_GA5_1_4244	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM41_DDA_GA5_1_4244.d.zip	v1.1.0	manual curation
PXD063467_HCM42_Empa_low5	HCM42_DDA_GA7_1_4246	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 nM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM42_DDA_GA7_1_4246.d.zip	v1.1.0	manual curation
PXD063467_HCM43_Empa_high1	HCM43_DDA_GE1_1_4359	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM43_DDA_GE1_1_4359.d.zip	v1.1.0	manual curation
PXD063467_HCM44_Empa_high2	HCM44_DDA_GD6_1_4356	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM44_DDA_GD6_1_4356.d.zip	v1.1.0	manual curation
PXD063467_HCM45_Empa_high3	HCM45_DDA_GA5_1_4338	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM45_DDA_GA5_1_4338.d.zip	v1.1.0	manual curation
PXD063467_HCM46_Empa_high4	HCM46_DDA_GA6_1_4245	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM46_DDA_GA6_1_4245.d.zip	v1.1.0	manual curation
PXD063467_HCM47_Empa_high5	HCM47_DDA_GB4_1_4255	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM47_DDA_GB4_1_4255.d.zip	v1.1.0	manual curation
PXD063467_HCM48_Empa_high6	HCM48_DDA_GC6_1_4265	Homo sapiens	heart	normal	HCM	not available	not available	PromoCell	not available	not available	empagliflozin	10 uM	24 hour	proteomic profiling by mass spectrometry	1	1	"NT=Data-dependent acquisition;AC=PRIDE:0000627"	not applicable	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	"NT=Nethylmaleimide;MT=Variable;TA=C;AC=Unimod:108"	"NT=NEM:2H(5);MT=Variable;TA=C;AC=Unimod:776"	not applicable	HCM48_DDA_GC6_1_4265.d.zip	v1.1.0	manual curation
PXD063467_1_Control1	1_AC16_DIA_GA1_1_4032	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	1_AC16_DIA_GA1_1_4032.d.zip	v1.1.0	manual curation
PXD063467_2_Control2	2_AC16_DIA_GA2_1_4033	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	2_AC16_DIA_GA2_1_4033.d.zip	v1.1.0	manual curation
PXD063467_3_Control3	3_AC16_DIA_GA3_1_4034	Homo sapiens	heart	normal	AC16	CVCL_4U18	AC16 [Human hybrid cardiomyocyte]	Merck 	not available	not available	not applicable	not applicable	not applicable	proteomic profiling by mass spectrometry	1	2	"NT=Data-independent acquisition;AC=PRIDE:0000450"	"NT=diaPASEF;AC=PRIDE:0000650"	"NT=timsTOF HT;AC=MS:1003404"	"NT=Trypsin;AC=MS:1001251"	label free sample	"NT=TCEP;AC=PRIDE:0000609"	"NT=NEM;AC=PRIDE:0000606"	"NT=Oxidation;MT=Variable;TA=M;AC=Unimod:35"	not applicable	not applicable	"NT=Met-loss;MT=Variable;TA=M;AC=Unimod:765"	3_AC16_DIA_GA3_1_4034.d.zip	v1.1.0	manual curation
